item,itemLabel,startDate,endDate,sourceDate,psid
Q4861322,Barnaba Marial Benjamin,2011,2011,2022-06-24,Q4861322-C1171A31-5087-416F-8DB3-1AE97CA9378C
Q5521927,Garang Diing Akuong,2011-08-26,2015-02-23,2022-06-24,Q5521927-5C32DC65-C31B-4668-8353-9FCAE59B8EFA
Q112686060,Joseph Bangasi Bakosoro,2015,2015,2022-06-24,Q112686060-BA7F23D8-70FE-4B3A-B419-C4A928DDB494
Q90955928,Beatrice Wani-Noah,2015,2016,2022-06-24,Q90955928-62112EE8-B79D-49BA-AF4F-E6E90DDEB82C
Q112686062,Akec Khoc Aciew Khoc,2015-02-23,2015-02-23,2022-06-24,Q112686062-37861C44-48B6-4D4B-9460-D602A6C1B621
Q4861322,Barnaba Marial Benjamin,2015-02-23,2015-02-27,2022-06-24,Q4861322-A0A7DFE1-EEEB-4FDD-BA8B-4596D33916E8
Q112685857,Martin Elia Lomuro,2016,2016,2022-06-24,Q112685857-B4817267-D22B-4ABE-9516-73E04A13D7E8
Q112686063,Moses Hassen Tiel,2016,2016,2022-06-24,Q112686063-E30F16A3-089B-4DE9-ACA2-31E7673305DA
Q4893553,Nhial Deng Nhial,2016,2017,2022-06-24,Q4893553-D687D97D-0509-44FE-A9D7-50C6F68150E6
Q5256910,Deng Alor Kuol,2016,2016,2022-06-24,Q5256910-B74B6497-B0EC-40CF-8793-937BA405D473
Q7152291,Paul Mayom Akec,2016,2016,2022-06-24,Q7152291-A277D51F-3EC9-4F6B-88EE-ED82100B36F3
