item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q112729732,Abraham Albino Kuot,,,,,2011-07-09,2016-08-04,,Q112729732-6DFFDF69-745A-4B6F-977A-8FB4BA270D76
Q112729733,Abraham Biar Deng,,,,,2011-07-09,2016-08-04,,Q112729733-0520D8A0-B8BE-433F-B35D-24F6F33588BD
Q112525534,Abuk Malual Aken,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525534-D0C35782-236B-4E96-A627-AE491D02170A
Q112729736,Abuk Ngong Nyinkuany,,,,,2011-07-09,2016-08-04,,Q112729736-E1D982C4-814D-4C62-A768-A87A1B6FD021
Q104687952,Abuk Payit Ayik,Q459960,SPLM,,,2011-07-09,2016-08-04,female,Q104687952-9F05ADC0-B91F-4FB0-ABDB-DA8B043D9A7C
Q112525538,Achol Barouk Akasha,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525538-9438BCE1-3CBC-42BB-B65B-62CDCF86FDDB
Q112729737,Adelino Michael Wani,,,,,2011-07-09,2016-08-04,,Q112729737-CD3EC3CF-9173-4515-B255-D2DD1DF78802
Q112525552,Adeng Leek Deng,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525552-55DE2D7F-670B-4F0C-B5C5-4A88B8E69A9D
Q112729738,Adriana Ali Khamis,,,,,2011-07-09,2016-08-04,,Q112729738-EFE83151-039E-4263-973B-5F21D05630B2
Q4693074,Agnes Kwaje Lasuba,Q459960,SPLM,,,2011-07-09,2016-08-04,female,Q4693074-032428B3-3898-4864-B157-1DEFD88DF587
Q112729739,Agnes Nyoka Peter,,,,,2011-07-09,2016-08-04,,Q112729739-0C952E0E-321B-4169-B075-B82A5C797149
Q112729740,Agoth Ngot Riiny,,,,,2011-07-09,2016-08-04,,Q112729740-9D44AE66-479D-494F-9380-65444E1785FB
Q112525554,Agyou Agyou Thiep,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525554-BFE1AB03-F248-4B60-A74E-C6CD54642E72
Q112729741,Ajang Bior Duot,,,,,2011-07-09,2016-08-04,,Q112729741-FB8EE6EA-4110-4E9E-B65B-5BB01D2D560E
Q112729743,Ajok Wol Atak Deng,,,,,2011-07-09,2016-08-04,,Q112729743-B4A00986-4D7A-4359-AAA1-17752C41607F
Q112703814,Akol Paul Kordit,,,,,2011-07-09,2016-08-04,,Q112703814-9297FA81-9102-468C-B3C9-964AD8BB798E
Q112525555,Akon Bol Akok,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525555-429A23A1-A9A0-4E47-B116-4EEBFA5A3E9A
Q112525556,Akon Diang Athian,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525556-2523E64E-A8E8-4577-9542-D27B5BD685B4
Q112525558,Akot Dau Niyok,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525558-D274AC7A-DC70-4203-B4DA-37130205341A
