item,itemLabel,startDate,endDate,sourceDate,psid
Q112685857,Martin Elia Lomuro,2011,2012,2022-06-24,Q112685857-EF806CD1-F20E-4A7F-801E-473C5776CDC9
Q112685865,Josephine Napon,2012,2013,2022-06-24,Q112685865-5DB4E3E4-C4C6-48EF-A595-0544B17BB923
Q112685866,Nadia Arop Dudi,2012,2012,2022-06-24,Q112685866-EFF3B07C-6056-42F3-85E7-267B86B958D4
Q6245500,John Luk Jok,2012,2012,2022-06-24,Q6245500-9C72615C-566F-4662-BFA4-0DCCA7029EB4
Q6832462,Michael Makue Loweth,2013,2014,2022-06-24,Q6832462-2D934064-F9DE-4486-9DA9-BAA1A1B52469
Q6177210,Jemma Nunu Kumba,2014,2015,2022-06-24,Q6177210-37B24055-B917-4319-867C-B096641C3330
Q42659471,Rebecca Joshua Okwaci,2015,2016,2022-06-24,Q42659471-14A0BF89-9A2E-4E6C-B911-B1052DCD61A0
Q112685857,Martin Elia Lomuro,2016,2016,2022-06-24,Q112685857-C495392F-255F-4F2F-8B81-4E11D8B8DBCC
Q112685867,James Janga Duku,2016,2017,2022-06-24,Q112685867-7A7773AF-8A12-4E32-82CB-1F9BE1FDD4C2
Q112685867,James Janga Duku,2017,,2022-06-24,Q112685867-4FE4D35F-2C51-41B8-B421-70E8BA2A71AF
Q112685887,Peter Bashir Bande,2017,2017,2022-06-24,Q112685887-C17DA57A-4D6F-48CA-8569-45A4E8C125B6
