item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q112752179,Abdalla Kapelo Ameri,Q459960,SPLM,,,2021-05-10,,,Q112752179-47EC856C-44D0-4ADA-9379-11E200C00D46
Q112752180,Abraham Adut Mapar,,,,,2021-05-10,,,Q112752180-7D463477-6EB4-482F-8674-5365B7625D70
Q112729733,Abraham Biar Deng,Q459960,SPLM,,,2021-05-10,,,Q112729733-AFE072EB-F299-4F79-9549-64B41EA9CC67
Q112752181,Abuk Akok Akok,Q17022177,SPLM-IO,,,2021-05-10,,,Q112752181-463DFBF5-F6ED-415F-B48A-E119164F37F9
Q112525534,Abuk Malual Aken,Q459960,SPLM,,,2021-05-10,,,Q112525534-A6BC6AC2-532C-422D-B343-716931960A3F
Q104687952,Abuk Payiti Ayik,Q459960,SPLM,,,2021-05-10,,female,Q104687952-0CBA1DA5-D568-427B-989C-6348839959B0
Q112752182,Achol Marial Deng,Q17022177,SPLM-IO,,,2021-05-10,,,Q112752182-36A13318-992F-454D-B186-5487CA290DE0
Q112752183,Achol Thomas Dak,Q17022177,SPLM-IO,,,2021-05-10,,,Q112752183-AA7F214A-B3B8-4051-BB30-13E11EE762FD
Q112752184,Acholla Abulla Goy Aruna,Q65080239,SSOA,,,2021-05-10,,,Q112752184-CF9F956E-8AA8-460F-9E87-6AE91B7E7D39
Q112752185,Adelino Wani Michael Opi,Q459960,SPLM,,,2021-05-10,,,Q112752185-4071F181-DF99-4EED-B54A-903F63A5713B
Q112752186,Adelle Faustino Lotede,Q17022177,SPLM-IO,,,2021-05-10,,,Q112752186-4D953C2A-4E3B-46F4-810C-49EA17371CB9
Q112525552,Adeng Leek Deng,Q459960,SPLM,,,2021-05-10,,,Q112525552-76E7E4BC-1DEA-4237-B1A8-E471F9D49A6E
Q112762521,Adhieu Thiet,,,,,2021-05-10,,,Q112762521-C03939AB-D4BD-4C56-9B4B-6BB5DFA7DE54
Q112752188,Afekuru Animu Risasi Amitai,,,,,2021-05-10,,,Q112752188-861F1C22-289F-4EE5-953B-0074DE6BB3F3
Q112752189,Agasio Akol,Q459960,SPLM,,,2021-05-10,,,Q112752189-0AD04274-462B-4424-9AC7-E30A94700B92
Q112752190,Agnes Kaya Nyuol,Q65080239,SSOA,,,2021-05-10,,,Q112752190-BB10FD08-52D7-45B0-B5B3-D103400EB21D
Q112752191,Agnes Losuba Kwaje,Q459960,SPLM,,,2021-05-10,,,Q112752191-C8F91061-1791-426B-9575-E64A9EE9608A
Q112729740,Agoth Ngot Riiny,Q459960,SPLM,,,2021-05-10,,,Q112729740-501B63D7-5726-4F4B-8362-0BA26B809A18
Q112752193,Ajak Abraham Dier,Q17022177,SPLM-IO,,,2021-05-10,,,Q112752193-45888409-0D13-4F73-9CFC-8BAD839FF173
Q112752194,Akec Pabior Gol,Q17022177,SPLM-IO,,,2021-05-10,,,Q112752194-38C64405-D2E7-4D18-AFA0-87118866689C
Q112752195,Akella Paulino Wanawila,Q459960,SPLM,,,2021-05-10,,,Q112752195-0CF47D1A-C9B3-448D-8E2F-4AD9C28F30DC
Q112752196,Akok Majok Akok,,,,,2021-05-10,,,Q112752196-CEC70588-501B-41DA-86CA-BE80F3C39B61
Q112703814,Akol Paul Kordit,Q459960,SPLM,,,2021-05-10,,,Q112703814-0DDB1895-56E5-4F63-86F5-85F8BFB242B5
Q112525556,Akon Diang Athian,Q459960,SPLM,,,2021-05-10,,,Q112525556-02376BD4-A0BC-441F-AB75-465135E9FB80
Q112525558,Akot Dau Niyok,Q459960,SPLM,,,2021-05-10,,,Q112525558-D9CB9982-EF47-4EC1-9018-0D157EA2081F
